"Customer name","Customer name"
"Payment method","Payment method"
"Request type","Request type"
"Request subtype","Request subtype"
"Result message","Result message"
"Result code","Result code"
"Result","Result"
"Reason","Reason message"
"Date","Date"
"Delete","Delete"
"Alter","Alter"
"Are you sure?","Are you sure?"
"Delete old entries","Delete old entries"
"All entries, which are older then x days","All entries, which are older then x days"
"Log","Log"
"Ratepay Logs","Ratepay Logs"
"descriptor", "Verwendungszweck: "
"payment method", "Zahlungsart: "
"transactionId", "Transaktion-Id:"
"Delivery was not successful.","Die Lieferung war nicht erfolgreich."
"key", "Schl&uuml;ssel"
"value", "Wert"
"Ratepay Bulk", "Ratepay Bulk"
"Cancel", "Stornieren"
"Invoicing", "Berechnen"
"Creditmemo", "Retournieren"
"Request Failed", "Request failed\Method is deactivated for security reasons"
"Country not supported by credentials", "Country not supported by config"
"Interest Rate not supported by payment method", "Interest rates higher than 0% are not supported"
"INT credentials in live mode", "Test credentials set in live mode.\nContinue?"
"PROD credentials in sandbox mode", "Live credentials set in test mode.\nContinue?"
"Adminhtml-Initial Text", "Allgemeine Modulkonfiguration und Zahlungsartenkonfiguration auf Länderebene<br>Bei Fragen wenden Sie sich an Ihren technischen Ansprechpartner oder an <a href='mailto:integration@ratepay.com'>integration@ratepay.com</a>"
"Adminhtml-Help-Device Ident", "Bei Device Ident handelt es sich um eine digitale Fingerabdrucktechnologie zur Risikobewertung"
"Adminhtml-Help-Specific Categories", "Produktkategorien von der Zahlung mit Ratepay ausschließen"
"Adminhtml-Help-Specific Shipping", "Versandmethoden von der Zahlung mit Ratepay ausschließen"
"Adminhtml-Help-Hook Deliver", "Ratepay Operation DELIVER bei Versand auslösen"
"Adminhtml-Help-Hook Creditmemo", "Ratepay Operation RETURN bei Begutschriftung/Retournierung auslösen"
"Adminhtml-Help-Hook Cancel", "Ratepay Operation CANCELATION bei Abbruch/Stornierung auslösen"
"Adminhtml-Help-Confirmation Deliver Event", "Zeitpunkt/Event der Versandmeldung an Ratepay"
"Adminhtml-Help-Specific States Before Delivery", "Bestellzustand (State) vor Versand (nach Annahme durch Ratepay)"
"Adminhtml-Help-Specific States After Delivery", "Bestellzustand (State) nach Versand"
"Adminhtml-Help-Specific Statuses Before Delivery", "Zahlungsstatus vor Versand (nach Annahme durch Ratepay)"
"Adminhtml-Help-Specific Statuses After Delivery", "Zahlungsstatus nach Versand"
"Adminhtml-Help-Send payment confirm", "Verwenden Sie diese Option nur im Falle von Kompatibilitätsproblemen mit dem angeschlossenen ERP oder OMS."
"Adminhtml-Help-Sandbox", "Der Sandbox-Modus dient zu Integrations- und Testzwecken und spricht das Ratepay Test-Gateway an"
"Adminhtml-Help-Get Config", "Laden der bei Ratepay hinterlegten Profilkonfiguration.<br>Nach Empfang erfolgt die automatische Speicherung. Dies kann einige Sekunden in Anspruch nehmen"
"Adminhtml-Help-B2B", "Zahlungsart für Geschäftskunden zugelassen"
"Adminhtml-Help-ALA", "Zahlungsart bei abweichender Lieferadresse zugelassen"
"Adminhtml-Help-IBAN only", "Keine klassischen Kontodaten zulassen, nur Eingabeformulare für SEPA/IBAN-Kontodaten"
"Adminhtml-Help-Payment Fee", "Zahlungsartenaufschläge/gebühren sind als separate Produkte anzulegen. In diesem Feld wird anschließend die Artikelposition/SKU hinterlegt"
"Adminhtml-Help-Specific Customer Groups", "Nur spezifische Benutzergruppen für die Zahlung mit Ratepay zulassen"
"Adminhtml-Help-IBS", "<b>Hinweis</b>:<br>IBS erfordert die Telefonnummer und das Geburtsdatum des Käufers. Beide Werte müssen bei Kundenregistrierung erfasst werden bzw. vor Zahlungsartenauswahl vorliegen"
Adminhtml-Help-Invoice-Allowed,Dem K&auml;ufer wird erm&ouml;glicht die Ratenzahlung als &Uuml;berweisung zu t&auml;tigen
"rate basket difference", "Es ist ein Fehler aufgetreten. Bitte berechnen Sie den Ratenplan erneut."
"StoreCredit Error", "Gebruik van de store credit is niet toegestaan ​​met deze betaalmethode."
"StoreCreditRefund Error", "Die Funktion 'Refund to Store Credit' ist mit Ratepay-Bestellungen nicht möglich."
"Processing failed","Processing failed"
,,
"Ratepay privacy policy URL","Ratepay data privacy policy Url"
"Account holder","Rekeninghouder"
"Bank name","Bank name"
"Bank code number","Bank code number"
"Account number","Account number"
"IBAN","IBAN / rekeningnummer"
"Ratepay address","Ratepay GmbH, Franklinstra&szlig;e 28-29, 10587 Berlin"
"Wirecard address","Wirecard Bank AG, Einsteinring 35, 85609 Aschheim"
"Creditor","Incassant ID"
"Ratepay Creditor ID","DE39RPY00000568463"
"Wirecard Creditor ID","DE49ZZZ00000002773"
"Mandate","Kenmerk machtiging"
"Mandate Ref","(wordt na aankoop medegedeeld)"
"Invoice Field","Invoice field"
"Vat Id","Vat Id"
"court","Court"
"Trade register number","Trade register number"
"Phone","Telefoonnummer"
"Email","E-Mail"
"Missing contact informations","Bitte geben Sie für den Einkauf mit der gewählten Zahlungsart folgende Informationen ein:"
"Company","Bedrijfsnaam"
"Tax/VAT number","BTW-nummer"
"Date of Birth","Geboortedatum"
"Day","dag"
"Month","maand"
"Year","jaar"
"DD","DD"
"MM","MM"
"YYYY","JJJJ"
"Phone Error","Om door Ratepay een betaling op rekening door te kunnen voeren, gelieve hier uw telefoonnummer invoeren."
"Date Error","Om door Ratepay een betaling op rekening door te kunnen voeren, gelieve hier uw geboortedatum invoeren."
"Soft Error","Controleer ingevoerd hun."
"Age Error","Om door Ratepay een betaling op rekening door te kunnen, voeren moet u ten minste 18 jaar of ouder zijn."
"VatId Error","Gelieve hier uw bedrijfsnaam en uw btw-nummer invoeren."
"PAYMENT_REQUEST Declined","Helaas is een betaling met de gekozen betaalmethode Factuur niet mogelijk. Dit besluit is genomen op basis van een geautomatiseerde gegevenscontrole. Details vindt u onder Algemene Verkoopvoorwaarden en de Informatie omtrent de bescherming van persoongsgegevens voor Ratepay betaalmethoden"
"Gateway Offline","Helaas is de verbinding tot Ratepay op dit moment onderbroken. Probeert u het later opnieuw."
"Ratepay Data Privacy Policy","Ratepay Privacybeleid "
"ratepay_directdebit_sepa_link","Lees Toestemming voor SEPA mandaat"
"ratepay_directdebit_sepa_terms_block_1","Ik ga hiermee akkoord met het overdragen van mijn gegevens aan "
"ratepay_directdebit_sepa_terms_block_2","volgens het "
"ratepay_directdebit_sepa_terms_block_3","en machtig hen de betalingen in samenhang met deze koopovereenkomst middels een incasso van bovengenoemde rekening af te boeken. Gelijktijdig geef ik mijn kredietinstelling opdracht de incasso’s van Ratepay GmbH op mijn rekening te honoreren."
"ratepay_directdebit_sepa_notice_block_1","Opmerking:"
"ratepay_directdebit_sepa_notice_block_2","Na het tot stand komen van deze overeenkomst wordt u het Ratepay machtigingskenmerk medegedeeld."
"ratepay_directdebit_sepa_notice_block_3","Ik kan binnen acht weken, na afschrijving, het bedrag laten terugboeken. Hierbij gelden de met mijn kredietinstelling overeengekomen voorwaarden."
wirecard_directdebit_sepa_terms_block,"Ich ermächtige die Wirecard Bank AG von von meinem Konto mittels Lastschrift einzuziehen. Zugleich weise ich mein Kreditinstitut an, die von der Wirecard Bank AG auf mein Konto gezogenen Lastschriften einzulösen."
wirecard_directdebit_sepa_notice_block_2,"Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. </br> Es gelten dabei die mit dem Kreditinstitut vereinbarten Bedingungen."
wirecard_directdebit_sepa_notice_block_1,Hinweis:
"ratepay_rate_info_block_multiruntime_1","Sie k&ouml;nnen ab "
"ratepay_rate_info_block_multiruntime_2","Teilzahlungsraten &agrave; mindestens "
"ratepay_rate_info_block_multiruntime_3","w&auml;hlen. Ihre monatliche Teilzahlungsrate, die Laufzeit der Teilzahlung und den entsprechenden Zinsaufschlag k&ouml;nnen Sie mit dem Ratenrechner im Anschluss ermitteln."
"ratepay_rate_info_block_singleruntime_1","Sie k&ouml;nnen den Rechnungsbetrag in "
"ratepay_rate_info_block_singleruntime_2","Teilzahlungsraten begleichen. "
"ratepay_rate_info_block_singleruntime_3","Ihre monatliche Teilzahlungsrate und den entsprechenden Zinsaufschlag k&ouml;nnen entnehmen Sie dem dargestellten Ratenplan."
"IBAN invalid Error","Om een betaling via Ratepay SEPA-incasso door te voeren, gelieve hier de IBAN invoeren"
"insert account number","Bitte geben Sie eine gültige Kontonummer ein"
"insert bank data", "Geef uw bankgegevens door"
"insert bank code", "Bitte geben Sie eine gültige Bankleitzahl ein"
"insert bank data wc","Bitte geben Sie ihre Bankverbindung für den monatlichen Einzug zum jeweils 2. des Kalendermonats an. Liegt dieser auf einem Sonn- oder Feiertag, so erfolgt der Einzug am darauffolgenden Werktag:"
"bank transfer", "Bank transfer"
"direct debit", "Direct debit"
"Please choose due date", "Please choose due date: "
"Enable dynamic due", "Abweichende F&auml;lligkeit"
"rp_runtime_title" , "Laufzeit"
"rp_runtime_description" , "Anzahl der monatlichen Raten"
"rp_rate_title" , "Ratenh&ouml;he"
"rp_rate_description" , "H&ouml;he der monatlichen Raten"
"rp_calculation_intro_part1" , "Im Folgenden k&ouml;nnen Sie entscheiden, wie Sie die Ratenzahlung gestalten m&ouml;chten. "
"rp_calculation_intro_part2" , "Legen Sie bequem die Anzahl der Raten und somit <b>die Laufzeit</b> der Ratenzahlung fest "
"rp_calculation_intro_part3" , "oder bestimmen sie einfach die gew&uuml;nschte <b>monatliche Ratenh&ouml;he.</b>"
"rp_calculate_rate" , "Rate berechnen"
"rp_total_amount" , "Gesamtbetrag"
"rp_cash_payment_price" , "Warenwert"
"rp_calulation_example" , "Die Ratenberechnung kann zum Ratenplan abweichen"
"rp_interest_amount" , "Zinsbetrag"
"rp_service_charge" , "Vertragsabschlussgeb&uuml;hr"
"rp_effective_rate" , "Effektiver Jahreszins"
"rp_debit_rate" , "Sollzinssatz pro Monat"
"rp_duration_time" , "Laufzeit"
"rp_duration_month" , " monatliche Raten &agrave;"
"rp_last_rate" , "zzgl. einer Abschlussrate &agrave;"
"rp_months" , "Monate"
"rp_error_message" , "Ein Fehler ist aufgetreten. Bitte kontaktieren Sie den Shopbetreiber."
"rp_mouseover_cash_payment_price" , "Summe aller Artikel Ihres Warenkorbs, incl. Versandkosten etc."
"rp_mouseover_service_charge" , "Bei Ratenzahlung pro Bestellung anfallende, einmalige Bearbeitungsgeb&uuml;hr."
"rp_mouseover_effective_rate" , "Gesamtkosten des Kredits als j&auml;hrlicher Prozentsatz."
"rp_mouseover_debit_rate" , "Periodischer Prozentsatz, der auf das in Anspruch genommene Darlehen angewendet wird."
"rp_mouseover_interest_amount" , "Konkreter Geldbetrag, der sich aus den Zinsen ergibt."
"rp_mouseover_total_amount" , "Summe der vom K&auml;ufer zu zahlenden Betr&auml;ge aus Warenwert, Vertragsabschlussgeb&uuml;hr und Zinsen."
"rp_mouseover_duration_time" , "Dauer des Ratenplans (kann durch Sondertilgungen verk&uuml;rzt werden)."
"rp_mouseover_duration_month" , "Monatlich f&auml;lliger Teilbetrag"
"rp_mouseover_last_rate" , "Im letzten Monat f&auml;lliger Teilbetrag"
"rp_calculator" , "Ratenrechner"
"rp_personal_calculation" , "Pers&Ouml;nliche Ratenberechnung"
"rp_reason_code_translation_603" , "Die Wunschrate entspricht den vorgegebenen Bedingungen."
"rp_reason_code_translation_671" , "Die letzte Rate war niedriger als erlaubt. Laufzeit und/oder Rate wurden angepasst."
"rp_reason_code_translation_688" , "Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit langer Laufzeit erlaubt. Die Laufzeit wurde angepasst."
"rp_reason_code_translation_689" , "Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit kurzer Laufzeit erlaubt. Die Laufzeit wurde angepasst."
"rp_reason_code_translation_695" , "Die Rate ist zu hoch f&uuml;r die minimal verf&uuml;gbare Laufzeit. Die Rate wurde verringert."
"rp_reason_code_translation_696" , "Die Wunschrate ist zu niedrig. Die Rate wurde erh&ouml;ht."
"rp_reason_code_translation_697" , "F&uuml;r die gew&auml;hlte Ratenh&ouml;he ist keine entsprechende Laufzeit verf&uuml;gbar. Die Ratenh&ouml;he wurde angepasst."
"rp_reason_code_translation_698" , "Die Rate war zu niedrig f&uuml;r die maximal verf&uuml;gbare Laufzeit. Die Rate wurde erh&ouml;ht."
"rp_reason_code_translation_699" , "Die Rate ist zu hoch f&uuml;r die minimal verf&uuml;gbare Laufzeit. Die Rate wurde verringert."
,,
"rp_switch_payment_type_bank_transfer" , "Ich m&ouml;chte die Ratenzahlungen selbst vornehmen und nicht per Lastschrift begleichen"
"rp_switch_payment_type_direct_debit" , "Ich m&ouml;chte die Ratenzahlungen bequem per Lastschrift begleichen"
"rp_address" , "Ratepay GmbH, Franklinstra&szlig;e 28-29, 10587 Berlin"
"wcd_address" , "Wirecard Bank AG, Einsteinring 35, 85609 Aschheim"
"rp_creditor" , "Gl&auml;ubiger-ID"
"rp_creditor_id" , "DE39RPY00000568463"
"wcd_creditor_id" , "DE49ZZZ00000002773"
"rp_mandate" , "Mandatsreferenz"
"rp_mandate_ref" , "(wird nach Kaufabschluss &uuml;bermittelt)"
"rp_insert_bank_data" , "Bitte geben Sie Ihre Bankdaten ein"
"rp_sepa_account_information" , "IBAN Kontodaten"
"rp_classic_account_information" , "Klassische Kontodaten"
"rp_account_holder" , "Kontoinhaber"
"rp_iban" , "IBAN" // "IBAN oder klassische Kontonummer"
"rp_account_number" , "Kontonummer"
"rp_bank_code" , "Bankleitzahl"
"rp_sepa_link" , "Einwilligungserkl&auml;rung zum SEPA-Mandat lesen"
"rp_sepa_terms_block_1" , "Ich willige hiermit in die Weiterleitung meiner Daten an "
"rp_sepa_terms_block_2" , "gem&auml;&szlig; "
"rp_sepa_terms_block_3" , "ein und erm&auml;chtige diese, mit diesem Kaufvertrag in Zusammenhang stehende Zahlungen von meinem o.a. Konto mittels Lastschrift einzuziehen. Zugleich weise ich mein Kreditinstitut an, die von Ratepay GmbH auf mein Konto gezogenen Lastschriften einzul&ouml;sen."
"rp_data_privacy_policy" , "Ratepay-Datenschutzerkl&auml;rung "
"rp_data_privacy_policy_url" , "https://www.ratepay.com/legal"
"rp_sepa_notice_block_1" , "Hinweis:"
"rp_sepa_notice_block_2" , "Nach Zustandekommen des Vertrags wird mir die Mandatsreferenz von Ratepay mitgeteilt."
"rp_sepa_notice_block_3" , "Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. Es gelten dabei die mit meinem Kreditinstitut vereinbarten Bedingungen."
"wcd_sepa_notice_block" , "Bitte geben Sie ihre Bankverbindung f&uuml;r den monatlichen Einzug zum jeweils 2. des Kalendermonats an. Liegt dieser auf einem Sonn- oder Feiertag, so erfolgt der Einzug am darauffolgenden Werktag:"
"wcd_sepa_terms_please_note" , "Hinweis"
"wcd_sepa_terms_block_1" , "Ich erm&auml;chtige die Wirecard Bank AG von meinem Konto mittels Lastschrift einzuziehen. Zugleich weise ich mein Kreditinstitut an, die von der Wirecard Bank AG auf mein Konto gezogenen Lastschriften einzul&ouml;sen."
"wcd_sepa_terms_block_2" , "Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen."
"wcd_sepa_terms_block_3" , "Es gelten dabei die mit dem Kreditinstitut vereinbarten Bedingungen."
"ratepay_agreement", "De aanvullende <a href='https://www.ratepay.com/legal' target='_blank'>voorwaarden en het gegevensbeschermingsvoorschrift</a> van Ratepay GmbH zijn van toepassing"
