"Wirecard Creditor ID","DE49ZZZ00000002773"
"Mandate","Mandate reference"
"Mandate Ref","(is transmitted after sale)"
"Invoice Field","Invoice field"
"Vat Id","VAT id"
"court","Court"
"Trade register number","Trade register number"
"Phone","Phone"
"Email","E-mail"
"CEO","Chief executive officer"
"B2C", "B2C"
"B2B", "B2B"
"Delivery Address", "Differing delivery address"
"Delivery Address B2C", "Differing delivery address B2C"
"Delivery Address B2B", "Differing delivery address B2B"
"Invoice Allowed", "Financing through direct debit allowed"
"IBAN only", "SEPA/IBAN account information only"
"Address Normalization", "Address normalization"
"Device Ident Enabled", "Device Ident enabled"
"Device Ident Id", "Device Ident ID"
"Payment Fee", "Payment fee"
"Sandbox Notifcation", "Testing mode active. Please <u>do not use this payment method for the order</u>. Please inform the merchant of this notification."
"Read more","Read more"
"Read less","Read less"
"ratepay_info_block_1","Offers with the help of "
"ratepay_info_block_2","the ability to. "
"ratepay_info_block_3","Your purchase occurs by "
"ratepay_info_block_4",""
"ratepay_info_block_5","Payment is due %s days after the invoice date."
"and", "and"
"up to", "up to"
"Missing contact informations","Please enter the following information for purchase with the selected payment method:"
"Company","Company"
"Tax/VAT number","Tax/VAT number"
"Date of Birth","Date of Birth"
"Day","Day"
"Month","Month"
"Year","Year"
"DD","DD"
"MM","MM"
"YYYY","YYYY"
"Phone Error","Please enter a valid telephone number."
"Date Error","Please review your order information. The chosen payment method is available for customers at least 18 years old. Date of birth must be entered in the following format: dd.mm.yyyy"
"Soft Error","Please review your order information."
"Age Error","For the chosen payment method you must be at least 18 years old."
"VatId Error","Please enter a valid VAT ID."
"PAYMENT_REQUEST Declined", "Unfortunately, payment with RatePAY is not possible. This decision is made through automated data processing. For details, see the additional terms and conditions and the privacy policy for RatePAY payment methods."
"Gateway Offline","The connection to RatePAY is temporarily unavailable. Please try again later."
"Id","Id"
"Ordernumber","Order #"
"Transaction-Id","Transaction id"
"Customer name","Customer name"
"Payment method","Payment method"
"Request type","Request type"
"Request subtype","Request subtype"
"Result message","Result message"
"Result code","Result code"
"Result","Result"
"Reason","Reason message"
"Date","Date"
"Delete","Delete"
"Alter","Alter"
"Are you sure?","Are you sure?"
"Delete old entries","Delete old entries"
"All entries, which are older then x days","All entries older then x days"
"Log","Log"
"Ratepay Logs","RatePAY Logs"
"Please select a logentry.","Please select a log entry."
"HR","HR"
"Fax","Fax"
"Vat Id pdf","VAT id number"
"Phone pdf","Telephone"
"Wrong entry voucher","Wrong input value. Value reset. You can only enter values less than or equal to the automatically entered value."
"Delivery cancellation","Delivery / cancellation"
"Qty","Qty"
"Product id","Article number"
"Name","Name"
"Price (Netto)","Price (net)"
"Tax percent","Tax rate"
"Tax amount","Tax amount"
"Row price (brutto)","Total price (gross)"
"ordered","ordered"
"shipped","shipped"
"cancelled","cancelled"
"returned","returned"
"Are you sure you want to ship this product(s)?","Are you sure you want to ship the selected product(s)?"
"Are you sure you want to cancel this product(s)?",""Are you sure you want to cancel the selected product(s)?"
"Are you sure that this product(s) are returned?","Are you sure the selected product(s) is/are returned?"
"Are you sure that you want to add this voucher?","Are you sure you want to add this voucher?"
"Retour","Return"
"Retour node","Note: a return can be made only after an invoice has been created."
"Voucher node","Note: vouchers are created after invoices as separate documents. "
"Voucher","Voucher"
"Amount","Amount"
"History","History"
"Action","Action"
"Date","Date"
"unknown error","An unknown error has occurred!"
"cancel","cancel"
"deliver","deliver"
"retour","return"
"Add voucher","Create voucher"
"descriptor", "Reason for transfer: "
"payment method", "Payment method: "
"transactionId", "Transaction id:"
"transactionShortId", "Transaction id (short):"
"RatePAY - Order:","RatePAY reference number:"
"Following Account","Please transfer the specified amount to the following account"
"Paymentinformation","The following payment conditions apply: %d days after the invoice date without deductions"
"Invoice Additional 1","Payment is processed by RatePAY GmbH. The seller has requested RatePAY GmbH "
"Invoice Additional 2","to handle payment processing for the full purchasing price including any service charges. Thus"
"Invoice Additional 3","the sole creditor is RatePAY GmbH. Freedom from this debt is only possible"
"Invoice Additional 4","through payment to RatePAY GmbH."
"Please use only accepted signs.","Please use valid characters only."
"The selected articles have been sent successfully.","Selected articles successfully sent."
"There was an error.","An error has occurred."
"The selected articles were returned successfully.","Selected articles successfully returned."
"The selected articles were successfully canceled.","Selected articles successfully canceled."
"Successfull Credit","Credit successfully added."
"Delivery was not successful.","Delivery failed."
"Cancellation was not successful.","The cancellation failed."
"Return was not successful.","Returning failed."
"Voucher exceed Order Total",".The voucher amount cannot exceed the total order value."
"Voucher was not successful.","Adding voucher failed."
"cancelled","cancelled"
"shipped","shipped"
"returned","returned"
"credit","credit"
"ratepay_terms_block_1","I hereby declare that I agree to the usage of my data according to the"
"RatePAY Data Privacy Policy","RatePAY privacy policy"
"ratepay_terms_block_2","and agree specifically to be contacted by RatePay GmbH at the provided e-mail address for purposes of fulfilling the contract."
"ratepay_directdebit_sepa_link","Read the declaration of consent for the direct debt (SEPA) mandate"
"ratepay_directdebit_sepa_terms_block_1","I hereby permit the transfer of my data to"
"ratepay_directdebit_sepa_terms_block_2","according to"
"ratepay_directdebit_sepa_terms_block_3","and allow the withdrawal of all costs related to this sales agreement from the above bank account through direct debit. I also instruct my credit institute to honor all direct debt payments from my account requested by RatePAY GmbH."
"ratepay_directdebit_sepa_notice_block_1","Note:"
"ratepay_directdebit_sepa_notice_block_2","After the contract has been created, RatePAY will inform you of the mandate number." 
"ratepay_directdebit_sepa_notice_block_3","Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. Es gelten dabei die mit meinem Kreditinstitut vereinbarten Bedingungen."
"wirecard_directdebit_sepa_terms_block","Ich ermächtige die Wirecard Bank AG von von meinem Konto mittels Lastschrift einzuziehen. Zugleich weise ich mein Kreditinstitut an, die von der Wirecard Bank AG auf mein Konto gezogenen Lastschriften einzulösen."
"wirecard_directdebit_sepa_notice_block_2","Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. </br> Es gelten dabei die mit dem Kreditinstitut vereinbarten Bedingungen."
"wirecard_directdebit_sepa_notice_block_1","Hinweis:"
"ratepay_rate_info_block_multiruntime_1","Sie k&ouml;nnen ab "
"ratepay_rate_info_block_multiruntime_2","Teilzahlungsraten &agrave; mindestens "
"ratepay_rate_info_block_multiruntime_3","w&auml;hlen. Ihre monatliche Teilzahlungsrate, die Laufzeit der Teilzahlung und den entsprechenden Zinsaufschlag k&ouml;nnen Sie mit dem Ratenrechner im Anschluss ermitteln."
"ratepay_rate_info_block_singleruntime_1","Sie k&ouml;nnen den Rechnungsbetrag in "
"ratepay_rate_info_block_singleruntime_2","Teilzahlungsraten begleichen. "
"ratepay_rate_info_block_singleruntime_3","Ihre monatliche Teilzahlungsrate und den entsprechenden Zinsaufschlag k&ouml;nnen entnehmen Sie dem dargestellten Ratenplan."
"Debt Holder","Forderungsinhaber"
"Ratepay Rate PDF Block 1","Ihren Ratenplan und alle Informationen zur Zahlung erhalten Sie gesondert per E-Mail."
"Ratepay Rate PDF Block 2","Unsere Forderungen haben wir im Rahmen eines laufenden Factoringvertrages an die "
"Ratepay Rate PDF Block 3"," abgetreten. "
"Ratepay Rate PDF Block 4","Zahlungen können mit schuldbefreiender Wirkung ausschließlich an die "
"Ratepay Rate PDF Block 5"," auf das vereinbarte Konto geleistet werden. "
"Ratepay Rate PDF Block 6","Dabei ist die im Verwendungszweck der Rechnung angegebene Referenznummer "
"Ratepay Rate PDF Block 7"," anzugeben."
"Ratepay Rate PDF Block 8",""
"Ratepay Rate PDF Block 9",""
"Ratepay Rate PDF Block 10","Bitte nutzen Sie dazu die dafür eingerichtete Kontoverbindung des Händlers:"
"Ratepay Rate PDF Block 11","BLZ: "
"Ratepay Rate PDF Block 12","Kto.Nr.: "
"Ratepay Rechnung PDF Block International Transfer","Für den internationalen Zahlungstransfer"
"Ratepay Rechnung PDF Block 1","Die Zahlungsabwicklung erfolgt durch die RatePAY GmbH. Der Verkäufer hat die fällige Kaufpreisforderung aus"
"Ratepay Rechnung PDF Block 2","Ihrer Bestellung einschließlich etwaiger Nebenforderungen an die RatePAY GmbH abgetreten. Forderungsinhaber"
"Ratepay Rechnung PDF Block 3","ist damit RatePAY GmbH. Eine schuldbefreiende Leistung durch Zahlung ist"
"Ratepay Rechnung PDF Block 4","durch Sie nur an die RatePAY GmbH möglich."
"Ratepay Directdebit PDF Block International Transfer","Für den internationalen Zahlungstransfer"
"Ratepay Directdebit PDF Block 1","Ihre gewählte Zahlungsweise: RatePAY SEPA-Lastschrift"
"Ratepay Directdebit PDF Block 2","Der fällige Rechnungsbetrag wird von Ihrem Konto abgebucht, welches Sie während des Bestellprozesses angegeben haben."
"Ratepay Directdebit PDF Block 3","Die Zahlungsabwicklung erfolgt durch die RatePAY GmbH. Der Verkäufer hat die fällige Kaufpreisforderung aus"
"Ratepay Directdebit PDF Block 4","Ihrer Bestellung einschließlich etwaiger Nebenforderungen an die RatePAY GmbH abgetreten. Forderungsinhaber"
"Ratepay Directdebit PDF Block 5","ist damit RatePAY GmbH. Eine schuldbefreiende Leistung durch Zahlung ist"
"Ratepay Directdebit PDF Block 6","durch Sie nur an die RatePAY GmbH möglich."
"AGB Error","Bitte akzeptieren Sie die RatePAY-Datenschutzerklärung."
"IBAN country Error","Bitte verwenden Sie zur Zahlung eine deutsche Kontoverbindungen."
"IBAN invalid Error","Bitte geben Sie eine gültige IBAN ein."
"insert account number","Bitte geben Sie eine gültige Kontonummer ein."
"insert bank data", "Bitte geben Sie Ihre Bankdaten ein."
"insert bank code", "Bitte geben Sie eine gültige Bankleitzahl ein."
"insert bank data wc", "Bitte geben Sie ihre Bankverbindung für den monatlichen Einzug zum jeweils 2. des Kalendermonats an. Liegt dieser auf einem Sonn- oder Feiertag, so erfolgt der Einzug am darauffolgenden Werktag:"
"bank transfer", "Bank transfer"
"direct debit", "Direct debit"
"Please choose due date", "Please choose due date: "
"Please create product returns and positive adjustments separately.", "Bitte erstellen Sie Produkt Retouren und Berichtigungserstattungen seperat."
"Ratepay Config", "RatePAY Account Konfiguration"
"key", "Schl&uuml;ssel"
"value", "Wert"
"Enable dynamic due", "Abweichende F&auml;lligkeit"
"Save bank data", "Kontodaten speichern"
"lang_insert_wishrate", "Wunschrate eingeben"
"lang_insert_runtime", "Laufzeit w&auml;hlen"
"lang_calculate_runtime", "Laufzeit jetzt berechnen"
"lang_choose_runtime", "Laufzeit ausw&auml;hlen"
"lang_calculate_rate", "Rate jetzt berechnen"
"lang_or", "oder"
"lang_payment_text_wishrate", "<b>Monatliche Rate</b> angeben und die sich daraus ergebende Laufzeit berechnen lassen."
"lang_payment_text_runtime", "<b>Laufzeit</b> angeben und die sich daraus ergebende monatliche Rate berechnen lassen."
"lang_hint_rate_1", "Geben Sie dazu die von Ihnen gew&uuml;nschte Ratenh&ouml;he ein und lassen"
"lang_hint_rate_2", "Sie sich die daraus ergebenden Konditionen anzeigen."
"lang_hint_runtime_1", "Geben Sie dazu die von Ihnen gew&uuml;nschte Laufzeit ein und lassen"
"lang_hint_runtime_2", "Sie sich die daraus ergebenden Konditionen anzeigen."
"lang_please", "Bitte"
"lang_months", " Monate"
"lang_total_amount", "Gesamtbetrag"
"lang_cash_payment_price", "Bestellwert"
"lang_calulation_example", "*die Ratenberechnung kann zum Ratenplan abweichen"
"lang_calulation_result_text", "Aus Ihren Eingaben ergibt sich folgende Wunschrate"
"lang_cash_payment_price_part_one", "Bitte entscheiden Sie sich nun, wie der Bestellwert"
"lang_cash_payment_price_part_two", "auf die monatlichen Raten verteilt werden soll. Hierzu haben Sie zwei M&ouml;glichkeiten:"
"lang_interest_amount", "Zinsbetrag"
"lang_service_charge", "Vertragsabschlussgeb&uuml;hr"
"lang_effective_rate", "Effektiver Jahreszins"
"lang_interestrate_default", "Sollzinssatz p.a. (gebunden)"
"lang_duration_time", "Laufzeit"
"lang_duration_month", " monatliche Raten à"
"lang_last_rate", "zzgl. einer Abschlussrate à"
"lang_server_off", "Die RatePAY-Server sind zur Zeit nicht erreichbar. Bitte versuchen Sie es sp&auml;ter noch einmal."
"lang_config_error_else", "Ein Fehler ist aufgetreten. Bitte kontaktieren Sie umgehend den Shopbetreiber."
"lang_request_error_else", "Ein Fehler ist aufgetreten. Bitte kontaktieren Sie den Shopbetreiber."
"lang_wrong_value", "Falsche Eingabe. Bitte ändern Sie ihre Eingabe."
"lang_information", "Information"
"lang_error", "<b>Fehler</b>"
"lang_due_date", "Gew&uuml;nschter Tag der Abbuchung: "
"lang_info['603']", "Die Wunschrate entspricht den vorgegebenen Bedingungen."
"lang_info['671']", "Die letzte Rate war niedriger als erlaubt. Laufzeit und/oder Rate wurden angepasst."
"lang_info['688']", "Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit langer Laufzeit erlaubt. Die monatliche Rate wurde erh&ouml;ht."
"lang_info['689']", "Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit kurzer Laufzeit erlaubt. Die monatliche Rate wurde erh&ouml;ht."
"lang_info['695']", "Die Rate ist zu hoch f&uuml;r die minimal verf&uuml;gbare Laufzeit. Die Rate wurde verringert."
"lang_info['696']", "Die Wunschrate ist zu niedrig. Die Rate wurde wurde erh&ouml;ht."
"lang_info['697']", "F&uuml;r die gew&auml;hlte Ratenh&ouml;he ist keine entsprechende Laufzeit verf&uuml;gbar. Die Ratenh&ouml;he wurde angepasst."
"lang_info['698']", "Die Rate war zu niedrig f&uuml;r die maximal verf&uuml;gbare Laufzeit. Die Rate wurde erh&ouml;ht."
"lang_info['699']", "Die Rate ist zu hoch f&uuml;r die minimal verf&uuml;gbare Laufzeit. Die Rate wurde verringert."
"lang_individual_rate_calculation", "Individuelle Ratenberechnung*"
"lang_mouseover_cash_payment_price", "Summe aller Artikel ihres Warenkorbs, incl. Versandkosten etc."
"lang_mouseover_service_charge", "Bei Ratenzahlung pro Bestellung anfallende, einmalige Bearbeitungsgeb&uuml;hr"
"lang_mouseover_effective_rate", "Gesamtkosten des Kredits als j&auml;hrlicher Prozentsatz"
"lang_mouseover_debit_rate", "periodischer Prozentsatz, der auf das in Anspruch genommene Darlehen angewendet wird"
"lang_mouseover_interest_amount", "konkreter Geldbetrag, der sich aus den Zinsen ergibt"
"lang_mouseover_total_amount", "Summe der vom K&auml;ufer zu zahlenden Betr&auml;ge aus Bestellwert, Vertragsabschlussgeb&uuml;hr und Zinsen"
"lang_mouseover_duration_time", "Dauer des Ratenplans (kann durch Sondertilgungen verk&uuml;rzt werden)"
"lang_mouseover_duration_month", "monatlich f&auml;lliger Teilbetrag"
"lang_mouseover_last_rate", "im letzten Monat f&auml;lliger Teilbetrag"
"Rate calculator", "Ratenrechner"
"At 1st of month", "Zum &nbsp;1. des Monats"
"At 15th of month", "Zum 15. des Monats"
"At 28th of month", "Zum 28. des Monats"
"Calculate here your own rate", "HIER persönliche Rate berechnen!"
"Ratepay Bulk", "RatePAY Bulk"
"Cancel", "Stornieren"
"Invoicing", "Berechnen"
"Creditmemo", "Retournieren"
"Please invoice the articles you want to ship.", "Please invoice the articles you want to ship."
"Only full return of shipping is possible.", "Only full return of shipping is possible."
"Request Failed", "Request failed\Method is deactivated for security reasons"
"Country not supported by credentials", "Country not supported by config"
"Interest Rate not supported by payment method", "Interest rates higher than 0% are not supported"
"INT credentials in live mode", "Test credentials set in live mode.\nContinue?"
"PROD credentials in sandbox mode", "Live credentials set in test mode.\nContinue?"

"Adminhtml-Initial Text", "Allgemeine Modulkonfiguration und Zahlungsartenkonfiguration auf Länderebene<br>Bei Fragen wenden Sie sich an Ihren technischen Ansprechpartner oder an <a href='mailto:integration@ratepay.com'>integration@ratepay.com</a>"
"Adminhtml-Help-Device Ident", "Bei Device Ident handelt es sich um eine digitale Fingerabdrucktechnologie zur Risikobewertung"
"Adminhtml-Help-Specific Categories", "Produktkategorien von der Zahlung mit RatePAY ausschließen"
"Adminhtml-Help-Specific Shipping", "Versandmethoden von der Zahlung mit RatePAY ausschließen"
"Adminhtml-Help-Hook Deliver", "RatePAY Operation DELIVER bei Versand auslösen"
"Adminhtml-Help-Hook Creditmemo", "RatePAY Operation RETURN bei Begutschriftung/Retournierung auslösen"
"Adminhtml-Help-Hook Cancel", "RatePAY Operation CANCELATION bei Abbruch/Stornierung auslösen"
"Adminhtml-Help-Confirmation Deliver Event", "Zeitpunkt/Event der Versandmeldung an RatePAY"
"Adminhtml-Help-Specific States Before Delivery", "Bestellzustand (State) vor Versand (nach Annahme durch RatePAY)"
"Adminhtml-Help-Specific States After Delivery", "Bestellzustand (State) nach Versand"
"Adminhtml-Help-Specific Statuses Before Delivery", "Zahlungsstatus vor Versand (nach Annahme durch RatePAY)"
"Adminhtml-Help-Specific Statuses After Delivery", "Zahlungsstatus nach Versand"
"Adminhtml-Help-Sandbox", "Der Sandbox-Modus dient zu Integrations- und Testzwecken und spricht das RatePAY Test-Gateway an"
"Adminhtml-Help-Get Config", "Laden der bei RatePAY hinterlegten Profilkonfiguration.<br>Nach Empfang erfolgt die automatische Speicherung. Dies kann einige Sekunden in Anspruch nehmen"
"Adminhtml-Help-Due Days", "In der Zahlungsarteninformation (Checkout) angezeigte Zahlungsfälligkeit nach Versand"
"Adminhtml-Help-B2B", "Zahlungsart für Geschäftskunden zugelassen"
"Adminhtml-Help-ALA", "Zahlungsart bei abweichender Lieferadresse zugelassen"
"Adminhtml-Help-IBAN only", "Keine klassischen Kontodaten zulassen, nur Eingabeformulare für SEPA/IBAN-Kontodaten"
"Adminhtml-Help-Payment Fee", "Zahlungsartenaufschläge/gebühren sind als separate Produkte anzulegen. In diesem Feld wird anschließend die Artikelposition/SKU hinterlegt"
"Adminhtml-Help-Specific Customer Groups", "Nur spezifische Benutzergruppen für die Zahlung mit RatePAY zulassen"
"Adminhtml-Help-IBS", "<b>Hinweis</b>:<br>IBS erfordert die Telefonnummer und das Geburtsdatum des Käufers. Beide Werte müssen bei Kundenregistrierung erfasst werden bzw. vor Zahlungsartenauswahl vorliegen"
"Adminhtml-Help-Invoice-Allowed", "Dem K&auml;ufer wird erm&ouml;glicht die Ratenzahlung als &Uuml;berweisung zu t&auml;tigen"
"rate basket difference", "Es ist ein Fehler aufgetreten. Bitte berechnen Sie den Ratenplan erneut."
"StoreCredit Error", "Eine Verwendung des Store Credits ist mit dieser Zahlungsart nicht zulässig."
"StoreCreditRefund Error", "Die Funktion 'Refund to Store Credit' ist mit Ratepay-Bestellungen nicht möglich."

"rp_runtime_title", "Laufzeit"
"rp_runtime_description", "Anzahl der monatlichen Raten"
"rp_rate_title", "Ratenh&ouml;he"
"rp_rate_description", "H&ouml;he der monatlichen Raten"
"rp_calculation_intro_part1", "Im Folgenden k&ouml;nnen Sie entscheiden, wie Sie die Ratenzahlung gestalten m&ouml;chten. "
"rp_calculation_intro_part2", "Legen Sie bequem die Anzahl der Raten und somit <b>die Laufzeit</b> der Ratenzahlung fest. "
"rp_calculation_intro_part3", "Oder bestimmen sie einfach die gew&uuml;nschte <b>monatliche Ratenh&ouml;he.</b>"
"rp_calculate_rate", "Rate berechnen"
"rp_total_amount", "Gesamtbetrag"
"rp_cash_payment_price", "Warenwert"
"rp_calulation_example", "Die Ratenberechnung kann zum Ratenplan abweichen"
"rp_interest_amount", "Zinsbetrag"
"rp_service_charge", "Vertragsabschlussgeb&uuml;hr"
"rp_effective_rate", "Effektiver Jahreszins"
"rp_debit_rate", "Sollzinssatz pro Monat"
"rp_duration_time", "Laufzeit"
"rp_duration_month", " monatliche Raten &agrave;"
"rp_last_rate", "zzgl. einer Abschlussrate &agrave;"
"rp_months", "Monate"
"rp_error_message", "Ein Fehler ist aufgetreten. Bitte kontaktieren Sie den Shopbetreiber."
"rp_mouseover_cash_payment_price", "Summe aller Artikel Ihres Warenkorbs, incl. Versandkosten etc."
"rp_mouseover_service_charge", "Bei Ratenzahlung pro Bestellung anfallende, einmalige Bearbeitungsgeb&uuml;hr."
"rp_mouseover_effective_rate", "Gesamtkosten des Kredits als j&auml;hrlicher Prozentsatz."
"rp_mouseover_debit_rate", "Periodischer Prozentsatz, der auf das in Anspruch genommene Darlehen angewendet wird."
"rp_mouseover_interest_amount", "Konkreter Geldbetrag, der sich aus den Zinsen ergibt."
"rp_mouseover_total_amount", "Summe der vom K&auml;ufer zu zahlenden Betr&auml;ge aus Warenwert, Vertragsabschlussgeb&uuml;hr und Zinsen."
"rp_mouseover_duration_time", "Dauer des Ratenplans (kann durch Sondertilgungen verk&uuml;rzt werden)."
"rp_mouseover_duration_month", "Monatlich f&auml;lliger Teilbetrag"
"rp_mouseover_last_rate", "Im letzten Monat f&auml;lliger Teilbetrag"
"rp_calculator", "Ratenrechner"
"rp_personal_calculation", "Pers&Ouml;nliche Ratenberechnung"
"rp_reason_code_translation_603", "Die Wunschrate entspricht den vorgegebenen Bedingungen."
"rp_reason_code_translation_671", "Die letzte Rate war niedriger als erlaubt. Laufzeit und/oder Rate wurden angepasst."
"rp_reason_code_translation_688", "Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit langer Laufzeit erlaubt. Die Laufzeit wurde angepasst."
"rp_reason_code_translation_689", "Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit kurzer Laufzeit erlaubt. Die Laufzeit wurde angepasst."
"rp_reason_code_translation_695", "Die Rate ist zu hoch f&uuml;r die minimal verf&uuml;gbare Laufzeit. Die Rate wurde verringert."
"rp_reason_code_translation_696", "Die Wunschrate ist zu niedrig. Die Rate wurde erh&ouml;ht."
"rp_reason_code_translation_697", "F&uuml;r die gew&auml;hlte Ratenh&ouml;he ist keine entsprechende Laufzeit verf&uuml;gbar. Die Ratenh&ouml;he wurde angepasst."
"rp_reason_code_translation_698", "Die Rate war zu niedrig f&uuml;r die maximal verf&uuml;gbare Laufzeit. Die Rate wurde erh&ouml;ht."
"rp_reason_code_translation_699", "Die Rate ist zu hoch f&uuml;r die minimal verf&uuml;gbare Laufzeit. Die Rate wurde verringert."

"rp_switch_payment_type_bank_transfer", "Ich m&ouml;chte die Ratenzahlungen selbst vornehmen und nicht per Lastschrift begleichen"
"rp_switch_payment_type_direct_debit", "Ich m&ouml;chte die Ratenzahlungen bequem per Lastschrift begleichen"
"rp_address", "RatePAY GmbH, Franklinstra&szlig;e 28-29, 10587 Berlin"
"wcd_address", "Wirecard Bank AG, Einsteinring 35, 85609 Aschheim"
"rp_creditor", "Gl&auml;ubiger-ID"
"rp_creditor_id", "DE39RPY00000568463"
"wcd_creditor_id", "DE49ZZZ00000002773"
"rp_mandate", "Mandatsreferenz"
"rp_mandate_ref", "(wird nach Kaufabschluss &uuml;bermittelt)"
"rp_insert_bank_data", "Bitte geben Sie Ihre Bankdaten ein"
"rp_sepa_account_information", "IBAN Kontodaten"
"rp_classic_account_information", "Klassische Kontodaten"
"rp_account_holder", "Kontoinhaber"
"rp_iban", "IBAN" // "IBAN oder klassische Kontonummer"
"rp_account_number", "Kontonummer"
"rp_bank_code", "Bankleitzahl"
"rp_sepa_link", "Einwilligungserkl&auml;rung zum SEPA-Mandat lesen"
"rp_sepa_terms_block_1", "Ich willige hiermit in die Weiterleitung meiner Daten an "
"rp_sepa_terms_block_2", "gem&auml;&szlig; "
"rp_sepa_terms_block_3", "ein und erm&auml;chtige diese, mit diesem Kaufvertrag in Zusammenhang stehende Zahlungen von meinem o.a. Konto mittels Lastschrift einzuziehen. Zugleich weise ich mein Kreditinstitut an, die von RatePAY GmbH auf mein Konto gezogenen Lastschriften einzul&ouml;sen."
"rp_data_privacy_policy", "RatePAY-Datenschutzerkl&auml;rung "
"rp_data_privacy_policy_url", "https://www.ratepay.com/zusaetzliche-geschaeftsbedingungen-und-datenschutzhinweis-dach"
"rp_sepa_notice_block_1", "Hinweis:"
"rp_sepa_notice_block_2", "Nach Zustandekommen des Vertrags wird mir die Mandatsreferenz von RatePAY mitgeteilt."
"rp_sepa_notice_block_3", "Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen. Es gelten dabei die mit meinem Kreditinstitut vereinbarten Bedingungen."
"wcd_sepa_notice_block", "Bitte geben Sie ihre Bankverbindung f&uuml;r den monatlichen Einzug zum jeweils 2. des Kalendermonats an. Liegt dieser auf einem Sonn- oder Feiertag, so erfolgt der Einzug am darauffolgenden Werktag:"
"wcd_sepa_terms_please_note", "Hinweis"
"wcd_sepa_terms_block_1", "Ich erm&auml;chtige die Wirecard Bank AG von meinem Konto mittels Lastschrift einzuziehen. Zugleich weise ich mein Kreditinstitut an, die von der Wirecard Bank AG auf mein Konto gezogenen Lastschriften einzul&ouml;sen."
"wcd_sepa_terms_block_2", "Ich kann innerhalb von acht Wochen, beginnend mit dem Belastungsdatum, die Erstattung des belasteten Betrages verlangen."
"wcd_sepa_terms_block_3", "Es gelten dabei die mit dem Kreditinstitut vereinbarten Bedingungen."
"ratepay_agreement", "The Additional General <a href='https://www.ratepay.com/zgb-dse' target='_blank'>Terms and Conditions and Data Protection Notice</a> of the RatePAY GmbH apply."
